mAP50,mAP50-95,precision,recall,AP50_basophil,AP50_erythroblast,AP50_monocyte,AP50_myeloblast,AP50_seg_neutrophil
0.9936804844448505,0.9932426182612581,0.9749380298393948,0.967356019018881,0.9942702457867569,0.9923389352654641,0.9929548153028485,0.9949499999999999,0.9938884258691834
